SurfaceData,TimeCnt,PUP,PUP_RSS,Status_RSR,PumpTime,RTClk,PackageType,RawData_RSR,AccNotDet,MagNotDet,ResNotDet,MotorCalibrated,TransmissionDecoupled,MotorOCLockout,FormationLock,TRPM,TRPMDelta,CRPM,IvtRatioBD,IvtRatioSD,DrillMode,TFSensorSetting,TFTargetSetting,BendTimeSetting%,BendTime%,TFControlEnabled,TFTarget,TFMeasured,TFGrav_RSS,TFDeviation,EROP,IncAziSource,IncSrcStatus,IncTarget,Inc_RSS,IncDelta,AziTarget,Azi_RSS,AziDelta,AziNudge,DL_Received,DL_Ignored,SSModeActive,SSAmp,SSFreq,Temp_RSS,VAlt,VibRMSAxl,VibRMSLat,CRPMGyro_DDD
1,281,15,471,2MWD,1.624722222,,GV2.3,3072,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,60,,,,
1,312,15,471,2MWD,1.633333333,,GV0.0,1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,312,15,471,2MWD,1.633333333,,GV1.0,458,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,140,0.2666,,,,,
1,312,15,471,2MWD,1.633333333,,GV2.0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,,,,,,,,,,,,,,
1,341,15,471,2MWD,1.641388889,,GV0.2,2048,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1,341,15,471,2MWD,1.641388889,,GV1.1,1041,,,,,,,,3596,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,341,15,471,2MWD,1.641388889,,GV2.2,2048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
1,372,15,471,2MWD,1.65,,GV0.0,1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,372,15,471,2MWD,1.65,,GV1.0,470,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,140,0.6665,,,,,
1,372,15,471,2MWD,1.65,,GV2.0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,,,,,,,,,,,,,,,
1,403,15,471,2MWD,1.658611111,,GV0.2,2048,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1,403,15,471,2MWD,1.658611111,,GV1.1,1040,,,,,,,,3464,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,403,15,471,2MWD,1.658611111,,GV2.2,2048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
1,434,15,471,2MWD,1.667222222,,GV0.0,1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,434,15,471,2MWD,1.667222222,,GV1.0,266,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0.2666,,,,,
1,434,15,471,2MWD,1.667222222,,GV2.0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,,,,,,,,,,,,,,,
1,465,15,471,2MWD,1.675833333,,GV0.2,2048,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1,465,15,471,2MWD,1.675833333,,GV1.1,1038,,,,,,,,3201,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,465,15,471,2MWD,1.675833333,,GV2.2,2048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
0,30,16,472,RTClk,1.675833333,,,0/0/200 0:0:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,16,472,2MWD,1.676388889,,GV0.3,3364,,,,,,,,,,,,,2,,,,,,,,,,100,,,,,,,,,,0,,,,,,,,,
1,32,16,472,2MWD,1.676388889,,GV1.3,3072,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,16,472,2MWD,1.676388889,,GV2.3,3072,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,60,,,,
1,63,16,472,2MWD,1.685,,GV0.1,1220,1,1,0,1,0,0,0,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,
1,63,16,472,2MWD,1.685,,GV1.2,2048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
1,63,16,472,2MWD,1.685,,GV2.1,1024,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,0
0,70,16,472,RTClk,1.686944444,,,0/0/200 0:1:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,94,16,472,2MWD,1.693611111,,GV0.3,3364,,,,,,,,,,,,,2,,,,,,,,,,100,,,,,,,,,,0,,,,,,,,,
1,94,16,472,2MWD,1.693611111,,GV1.3,3072,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,94,16,472,2MWD,1.693611111,,GV2.3,3072,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,60,,,,
0,110,16,472,RTClk,1.698055556,,,0/0/200 0:2:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,125,16,472,2MWD,1.702222222,,GV0.1,1220,1,1,0,1,0,0,0,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,
1,125,16,472,2MWD,1.702222222,,GV1.2,2081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,
1,125,16,472,2MWD,1.702222222,,GV2.1,1024,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,0
1,156,16,472,2MWD,1.710833333,,GV0.3,3364,,,,,,,,,,,,,2,,,,,,,,,,100,,,,,,,,,,0,,,,,,,,,
1,156,16,472,2MWD,1.710833333,,GV1.3,3072,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,156,16,472,2MWD,1.710833333,,GV2.3,3072,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,60,,,,
1,187,16,472,2MWD,1.719444444,,GV0.1,1220,1,1,0,1,0,0,0,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,
1,187,16,472,2MWD,1.719444444,,GV1.2,2081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,
1,187,16,472,2MWD,1.719444444,,GV2.1,1024,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,0
1,218,16,472,2MWD,1.728055556,,GV0.3,3364,,,,,,,,,,,,,2,,,,,,,,,,100,,,,,,,,,,0,,,,,,,,,
1,218,16,472,2MWD,1.728055556,,GV1.3,3072,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,218,16,472,2MWD,1.728055556,,GV2.3,3072,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,60,,,,
1,249,16,472,2MWD,1.736666667,,GV0.1,1220,1,1,0,1,0,0,0,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,
1,249,16,472,2MWD,1.736666667,,GV1.2,2081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,
1,249,16,472,2MWD,1.736666667,,GV2.1,1024,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,0
1,281,16,472,2MWD,1.745555556,,GV0.3,3364,,,,,,,,,,,,,2,,,,,,,,,,100,,,,,,,,,,0,,,,,,,,,
1,281,16,472,2MWD,1.745555556,,GV1.3,3072,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,281,16,472,2MWD,1.745555556,,GV2.3,3072,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,60,,,,
1,312,16,472,2MWD,1.754166667,,GV0.0,1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,312,16,472,2MWD,1.754166667,,GV1.0,97,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1.0664,,,,,
1,312,16,472,2MWD,1.754166667,,GV2.0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,,,,,,,,,,,,,,
1,341,16,472,2MWD,1.762222222,,GV0.2,2048,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1,341,16,472,2MWD,1.762222222,,GV1.1,1037,,,,,,,,3069,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,341,16,472,2MWD,1.762222222,,GV2.2,2048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
1,372,16,472,2MWD,1.770833333,,GV0.0,1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,372,16,472,2MWD,1.770833333,,GV1.0,65,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,,,,,
1,372,16,472,2MWD,1.770833333,,GV2.0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,,,,,,,,,,,,,,,
1,403,16,472,2MWD,1.779444444,,GV0.2,2048,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1,403,16,472,2MWD,1.779444444,,GV1.1,1037,,,,,,,,3069,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,403,16,472,2MWD,1.779444444,,GV2.2,2048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
1,434,16,472,2MWD,1.788055556,,GV0.0,1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,434,16,472,2MWD,1.788055556,,GV1.0,65,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,,,,,
1,434,16,472,2MWD,1.788055556,,GV2.0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,,,,,,,,,,,,,,,
1,465,16,472,2MWD,1.796666667,,GV0.2,2048,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1,465,16,472,2MWD,1.796666667,,GV1.1,1037,,,,,,,,3069,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,465,16,472,2MWD,1.796666667,,GV2.2,2048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
1,496,16,472,2MWD,1.805277778,,GV0.0,1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,496,16,472,2MWD,1.805277778,,GV1.0,65,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,,,,,
1,496,16,472,2MWD,1.805277778,,GV2.0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,,,,,,,,,,,,,,,
1,527,16,472,2MWD,1.813888889,,GV0.2,2048,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1,527,16,472,2MWD,1.813888889,,GV1.1,1037,,,,,,,,3069,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,527,16,472,2MWD,1.813888889,,GV2.2,2048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
1,558,16,472,2MWD,1.8225,,GV0.0,1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,558,16,472,2MWD,1.8225,,GV1.0,65,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,,,,,
1,558,16,472,2MWD,1.8225,,GV2.0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,,,,,,,,,,,,,,,
1,589,16,472,2MWD,1.831111111,,GV0.2,2048,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1,589,16,472,2MWD,1.831111111,,GV1.1,1037,,,,,,,,3069,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,589,16,472,2MWD,1.831111111,,GV2.2,2048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
1,621,16,472,2MWD,1.84,,GV0.0,1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,621,16,472,2MWD,1.84,,GV1.0,66,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,,,,,
1,621,16,472,2MWD,1.84,,GV2.0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,
1,652,16,472,2MWD,1.848611111,,GV0.2,2048,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1,652,16,472,2MWD,1.848611111,,GV1.1,1037,,,,,,,,3069,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,652,16,472,2MWD,1.848611111,,GV2.2,2048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
1,682,16,472,2MWD,1.856944444,,GV0.1,1093,1,0,0,1,0,0,0,,,,,,,,,,,1,,,,,,,0,,,,,,,,,,0,,,,,,,
1,682,16,472,2MWD,1.856944444,,GV1.2,2081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,
1,682,16,472,2MWD,1.856944444,,GV2.1,1035,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,44
1,713,16,472,2MWD,1.865555556,,GV0.1,1093,1,0,0,1,0,0,0,,,,,,,,,,,1,,,,,,,0,,,,,,,,,,0,,,,,,,
1,713,16,472,2MWD,1.865555556,,GV1.2,2081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,
1,713,16,472,2MWD,1.865555556,,GV2.1,1035,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,44
1,744,16,472,2MWD,1.874166667,,GV0.1,1093,1,0,0,1,0,0,0,,,,,,,,,,,1,,,,,,,0,,,,,,,,,,0,,,,,,,
1,744,16,472,2MWD,1.874166667,,GV1.2,2081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,
1,744,16,472,2MWD,1.874166667,,GV2.1,1035,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,44
1,775,16,472,2MWD,1.882777778,,GV0.1,1093,1,0,0,1,0,0,0,,,,,,,,,,,1,,,,,,,0,,,,,,,,,,0,,,,,,,
1,775,16,472,2MWD,1.882777778,,GV1.2,2081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,
1,775,16,472,2MWD,1.882777778,,GV2.1,1035,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,44
1,807,16,472,2MWD,1.891666667,,GV0.1,1093,1,0,0,1,0,0,0,,,,,,,,,,,1,,,,,,,0,,,,,,,,,,0,,,,,,,
1,807,16,472,2MWD,1.891666667,,GV1.2,2081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,
1,807,16,472,2MWD,1.891666667,,GV2.1,1035,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,44
1,838,16,472,2MWD,1.900277778,,GV0.1,1093,1,0,0,1,0,0,0,,,,,,,,,,,1,,,,,,,0,,,,,,,,,,0,,,,,,,
1,838,16,472,2MWD,1.900277778,,GV1.2,2081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,
1,838,16,472,2MWD,1.900277778,,GV2.1,1035,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,44
1,869,16,472,2MWD,1.908888889,,GV0.1,1093,1,0,0,1,0,0,0,,,,,,,,,,,1,,,,,,,0,,,,,,,,,,0,,,,,,,
1,869,16,472,2MWD,1.908888889,,GV1.2,2081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,
1,869,16,472,2MWD,1.908888889,,GV2.1,1035,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,44
1,900,16,472,2MWD,1.9175,,GV0.1,1093,1,0,0,1,0,0,0,,,,,,,,,,,1,,,,,,,0,,,,,,,,,,0,,,,,,,
1,900,16,472,2MWD,1.9175,,GV1.2,2081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,
1,900,16,472,2MWD,1.9175,,GV2.1,1035,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,44
1,931,16,472,2MWD,1.926111111,,GV0.1,1093,1,0,0,1,0,0,0,,,,,,,,,,,1,,,,,,,0,,,,,,,,,,0,,,,,,,
1,931,16,472,2MWD,1.926111111,,GV1.2,2081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,
1,931,16,472,2MWD,1.926111111,,GV2.1,1035,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,44
1,32,17,473,2MWD,1.926111111,7/15/2020 6:15,GV0.3,3364,,,,,,,,,,,,,2,,,,,,,,,,100,,,,,,,,,,0,,,,,,,,,
1,32,17,473,2MWD,1.926111111,7/15/2020 6:15,GV1.3,3072,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,17,473,2MWD,1.926111111,7/15/2020 6:15,GV2.3,3072,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,60,,,,
1,63,17,473,2MWD,1.934722222,7/15/2020 6:15,GV0.1,1220,1,1,0,1,0,0,0,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,
1,63,17,473,2MWD,1.934722222,7/15/2020 6:15,GV1.2,2048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
1,63,17,473,2MWD,1.934722222,7/15/2020 6:15,GV2.1,1024,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,0
0,70,17,473,RTClk,1.936666667,7/15/2020 6:15,,7/15/2020 6:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,94,17,473,2MWD,1.943333333,7/15/2020 6:16,GV0.3,3364,,,,,,,,,,,,,2,,,,,,,,,,100,,,,,,,,,,0,,,,,,,,,
1,94,17,473,2MWD,1.943333333,7/15/2020 6:16,GV1.3,3072,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,94,17,473,2MWD,1.943333333,7/15/2020 6:16,GV2.3,3072,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,60,,,,
0,110,17,473,RTClk,1.947777778,7/15/2020 6:16,,7/15/2020 6:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,125,17,473,2MWD,1.951944444,7/15/2020 6:16,GV0.1,1220,1,1,0,1,0,0,0,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,
1,125,17,473,2MWD,1.951944444,7/15/2020 6:16,GV1.2,2337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,1,
1,125,17,473,2MWD,1.951944444,7/15/2020 6:16,GV2.1,1024,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,0
0,150,17,473,RTClk,1.958888889,7/15/2020 6:17,,7/15/2020 6:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,156,17,473,2MWD,1.960555556,7/15/2020 6:17,GV0.3,3364,,,,,,,,,,,,,2,,,,,,,,,,100,,,,,,,,,,0,,,,,,,,,
1,156,17,473,2MWD,1.960555556,7/15/2020 6:17,GV1.3,3072,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,156,17,473,2MWD,1.960555556,7/15/2020 6:17,GV2.3,3072,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,60,,,,
1,187,17,473,2MWD,1.969166667,7/15/2020 6:17,GV0.1,1220,1,1,0,1,0,0,0,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,
1,187,17,473,2MWD,1.969166667,7/15/2020 6:17,GV1.2,2337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,1,
1,187,17,473,2MWD,1.969166667,7/15/2020 6:17,GV2.1,1024,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,0
1,218,17,473,2MWD,1.977777778,7/15/2020 6:18,GV0.3,3364,,,,,,,,,,,,,2,,,,,,,,,,100,,,,,,,,,,0,,,,,,,,,
1,218,17,473,2MWD,1.977777778,7/15/2020 6:18,GV1.3,3072,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,218,17,473,2MWD,1.977777778,7/15/2020 6:18,GV2.3,3072,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,60,,,,
1,249,17,473,2MWD,1.986388889,7/15/2020 6:18,GV0.1,1220,1,1,0,1,0,0,0,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,
1,249,17,473,2MWD,1.986388889,7/15/2020 6:18,GV1.2,2337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,1,
1,249,17,473,2MWD,1.986388889,7/15/2020 6:18,GV2.1,1024,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,0
1,281,17,473,2MWD,1.995277778,7/15/2020 6:19,GV0.3,3364,,,,,,,,,,,,,2,,,,,,,,,,100,,,,,,,,,,0,,,,,,,,,
1,281,17,473,2MWD,1.995277778,7/15/2020 6:19,GV1.3,3072,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,281,17,473,2MWD,1.995277778,7/15/2020 6:19,GV2.3,3072,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,60,,,,
1,312,17,473,2MWD,2.003888889,7/15/2020 6:19,GV0.0,1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,312,17,473,2MWD,2.003888889,7/15/2020 6:19,GV1.0,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,
1,312,17,473,2MWD,2.003888889,7/15/2020 6:19,GV2.0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,,,,,,,,,,,,,,,
1,341,17,473,2MWD,2.011944444,7/15/2020 6:20,GV0.2,2048,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1,341,17,473,2MWD,2.011944444,7/15/2020 6:20,GV1.1,1036,,,,,,,,2938,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,341,17,473,2MWD,2.011944444,7/15/2020 6:20,GV2.2,2561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,,,,,,,,,,,,
1,372,17,473,2MWD,2.020555556,7/15/2020 6:20,GV0.0,1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,372,17,473,2MWD,2.020555556,7/15/2020 6:20,GV1.0,66,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,,,,,
1,372,17,473,2MWD,2.020555556,7/15/2020 6:20,GV2.0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,,,,,,,,,,,,,,,
1,403,17,473,2MWD,2.029166667,7/15/2020 6:21,GV0.2,2048,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1,403,17,473,2MWD,2.029166667,7/15/2020 6:21,GV1.1,1037,,,,,,,,3069,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,403,17,473,2MWD,2.029166667,7/15/2020 6:21,GV2.2,2561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,,,,,,,,,,,,
1,434,17,473,2MWD,2.037777778,7/15/2020 6:21,GV0.0,1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,434,17,473,2MWD,2.037777778,7/15/2020 6:21,GV1.0,130,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,40,0,,,,,
1,434,17,473,2MWD,2.037777778,7/15/2020 6:21,GV2.0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,
1,465,17,473,2MWD,2.046388889,7/15/2020 6:22,GV0.2,2048,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1,465,17,473,2MWD,2.046388889,7/15/2020 6:22,GV1.1,1037,,,,,,,,3069,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,465,17,473,2MWD,2.046388889,7/15/2020 6:22,GV2.2,2561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,,,,,,,,,,,,
1,496,17,473,2MWD,2.055,7/15/2020 6:22,GV0.0,1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,496,17,473,2MWD,2.055,7/15/2020 6:22,GV1.0,146,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,40,0.5332,,,,,
1,496,17,473,2MWD,2.055,7/15/2020 6:22,GV2.0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,,,,,,,,,,,,,,,
1,527,17,473,2MWD,2.063611111,7/15/2020 6:23,GV0.2,2048,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1,527,17,473,2MWD,2.063611111,7/15/2020 6:23,GV1.1,1038,,,,,,,,3201,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,527,17,473,2MWD,2.063611111,7/15/2020 6:23,GV2.2,2561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,,,,,,,,,,,,
1,558,17,473,2MWD,2.072222222,7/15/2020 6:23,GV0.0,1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,558,17,473,2MWD,2.072222222,7/15/2020 6:23,GV1.0,197,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0.1333,,,,,
1,558,17,473,2MWD,2.072222222,7/15/2020 6:23,GV2.0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,
1,589,17,473,2MWD,2.080833333,7/15/2020 6:24,GV0.2,2048,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1,589,17,473,2MWD,2.080833333,7/15/2020 6:24,GV1.1,1038,,,,,,,,3201,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,589,17,473,2MWD,2.080833333,7/15/2020 6:24,GV2.2,2561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,,,,,,,,,,,,
1,621,17,473,2MWD,2.089722222,7/15/2020 6:24,GV0.0,1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,621,17,473,2MWD,2.089722222,7/15/2020 6:24,GV1.0,129,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,40,0,,,,,
1,621,17,473,2MWD,2.089722222,7/15/2020 6:24,GV2.0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,
